cpu_usage,memory_usage,disk_usage,network_latency,application_state
20,21,13,9,good
57,17,25,8,good
17,79,46,15,good
96,1,29,6,good
71,35,55,11,good
80,19,41,10,good
42,15,3,11,good
94,66,10,4,good
97,29,23,13,good
5,54,85,8,good
85,65,66,20,good
77,98,36,15,good
66,25,1,7,good
11,56,11,1,good
99,68,20,9,good
11,1,68,8,good
65,55,70,2,good
1,83,63,14,good
14,61,67,12,good
22,33,42,17,good
28,97,53,19,good
80,55,99,6,good
95,54,61,5,good
6,19,85,6,good
93,49,92,3,good
27,24,72,16,good
13,83,89,18,good
43,24,11,14,good
29,52,0,15,good
80,13,71,4,good
31,59,32,11,good
69,42,63,5,good
87,61,67,9,good
5,75,13,5,good
26,68,92,7,good
81,62,13,18,good
87,1,8,18,good
100,53,72,20,good
23,15,25,2,good
33,54,48,13,good
39,93,16,13,good
46,42,67,17,good
78,60,59,17,good
74,37,2,6,good
85,44,92,14,good
23,50,24,14,good
64,41,20,12,good
17,23,11,5,good
43,29,53,5,good
75,36,0,4,good
56,52,0,13,good
27,62,44,4,good
70,10,45,18,good
22,77,47,16,good
84,22,6,18,good
33,79,9,2,good
10,49,14,4,good
85,84,39,20,good
34,54,10,17,good
92,54,55,20,good
41,3,45,6,good
27,96,44,18,good
81,53,86,20,good
77,60,12,7,good
81,77,26,13,good
91,82,80,9,good
23,4,49,2,good
7,99,60,8,good
52,94,12,14,good
71,17,11,18,good
3,43,28,1,good
90,30,84,9,good
99,93,83,9,good
4,20,19,2,good
96,46,30,16,good
48,29,7,4,good
97,54,23,13,good
29,67,74,17,good
71,68,38,11,good
62,40,32,2,good
46,44,41,4,good
25,73,14,12,good
56,90,67,2,good
36,79,64,1,good
97,29,31,6,good
6,76,10,16,good
39,99,93,2,good
91,84,36,14,good
38,44,18,20,good
61,44,50,12,good
91,78,99,19,good
77,83,33,3,good
52,83,70,19,good
3,44,59,11,good
81,54,83,4,good
24,58,52,17,good
6,4,11,17,good
27,31,61,7,good
68,5,95,5,good
66,93,65,19,good
94,25,85,19,bad
19,36,47,9,good
82,12,39,17,good
10,92,23,9,good
66,68,49,14,good
86,24,94,5,good
6,12,67,2,good
22,87,87,15,good
60,94,42,16,good
70,19,16,19,good
33,71,82,1,good
18,59,54,12,good
57,72,33,19,good
8,20,96,20,good
47,60,69,15,good
81,83,59,5,good
40,78,50,1,good
47,25,99,11,good
44,53,76,9,good
24,41,72,7,good
77,10,34,2,good
24,36,33,17,good
18,10,15,16,good
38,26,81,16,good
78,93,17,14,good
79,82,37,2,good
26,33,42,19,good
73,37,31,3,good
62,60,6,8,good
67,86,86,19,good
18,52,86,16,good
27,64,45,4,good
84,2,60,8,good
77,66,17,1,good
32,27,70,4,good
9,13,39,7,good
82,51,87,1,good
29,29,77,18,good
21,57,49,4,good
2,53,4,20,good
100,68,53,14,good
81,14,85,8,good
74,37,57,18,good
47,77,21,7,good
1,13,73,3,good
75,56,89,14,good
53,58,78,12,good
5,7,37,15,good
39,71,48,8,good
92,18,0,5,good
93,31,77,17,good
1,94,35,10,good
72,28,94,11,good
1,40,27,16,good
92,74,97,16,good
96,44,34,4,good
73,12,59,5,good
97,26,61,10,good
54,18,86,14,good
71,25,45,9,good
100,52,82,18,good
59,50,81,20,good
96,36,78,6,good
5,8,60,11,good
18,91,64,17,good
95,95,88,9,good
26,51,25,3,good
0,53,34,16,good
32,2,56,20,good
39,95,78,4,good
31,68,62,15,good
68,7,3,2,good
16,13,78,20,good
7,2,41,17,good
56,23,44,19,good
41,12,38,20,good
97,42,64,16,good
8,28,21,19,good
86,71,10,17,good
34,50,36,4,good
70,41,89,18,good
78,30,50,4,good
52,62,90,3,good
53,25,57,18,good
83,17,76,20,good
24,81,6,5,good
66,56,7,9,good
61,6,50,15,good
54,47,22,9,good
45,79,89,14,good
23,59,90,2,good
97,32,8,18,good
45,2,45,13,good
21,3,37,16,good
10,99,12,6,good
47,3,6,16,good
7,41,10,4,good
38,8,73,10,good
34,50,96,19,good
48,16,49,11,good
45,16,66,5,good
37,96,40,18,good
7,19,28,3,good
53,13,36,8,good
36,21,55,11,good
90,51,79,19,good
91,26,15,3,good
39,42,43,12,good
33,2,49,15,good
95,87,70,16,bad
78,93,78,5,good
16,7,5,19,good
32,85,17,6,good
46,88,18,12,good
51,9,50,19,good
79,28,65,9,good
92,39,2,18,good
8,64,88,3,good
32,20,99,14,good
59,23,53,5,good
92,72,48,5,good
76,59,27,4,good
20,25,37,16,good
57,8,27,13,good
84,19,31,8,good
68,55,40,16,good
9,98,35,2,good
5,35,35,8,good
12,35,86,3,good
64,72,65,9,good
19,21,9,11,good
